Sr. No. ,Country ,State ,District ,City/Village/Area,Pincode
505,India,Rajasthan ,Jhalawar,Gulkhedi,326039
506,India,Rajasthan ,Jhalawar,Gundi,326501
507,India,Rajasthan ,Jhalawar,Guradia Jhala,326516
508,India,Rajasthan ,Jhalawar,Guradia Joga,326512
509,India,Rajasthan ,Jhalawar,Guradia Kalan,326512
510,India,Rajasthan ,Jhalawar,Guradia Khurd,326512
511,India,Rajasthan ,Jhalawar,Guradia Mana,326502
512,India,Rajasthan ,Jhalawar,Guradkheda,326023
513,India,Rajasthan ,Jhalawar,Gurah,326512
514,India,Rajasthan ,Jhalawar,Gurukul,326022
515,India,Rajasthan ,Jhalawar,Harigarh B.O,326001
516,India,Rajasthan ,Jhalawar,Harnawda,326514
517,India,Rajasthan ,Jhalawar,Harnawda Gaja,326034
518,India,Rajasthan ,Jhalawar,Hemda,326513
519,India,Rajasthan ,Jhalawar,Himmat Garh,326036
520,India,Rajasthan ,Jhalawar,Iktasa,326021
521,India,Rajasthan ,Jhalawar,Jagdishpura,326514
522,India,Rajasthan ,Jhalawar,Jamuniya,326514
523,India,Rajasthan ,Jhalawar,Jarga,326038
524,India,Rajasthan ,Jhalawar,Jawar,326037
525,India,Rajasthan ,Jhalawar,Jhalara Patan City,326023
526,India,Rajasthan ,Jhalawar,Jhalawar,326001
527,India,Rajasthan ,Jhalawar,Jhumki,326036
528,India,Rajasthan ,Jhalawar,Jolpa,326038
529,India,Rajasthan ,Jhalawar,Junakheda,326021
530,India,Rajasthan ,Jhalawar,Kachnara,326516
531,India,Rajasthan ,Jhalawar,Kali Talai,326036
532,India,Rajasthan ,Jhalawar,Kalmandi Kalan,326023
533,India,Rajasthan ,Jhalawar,Kam Khera,326033
534,India,Rajasthan ,Jhalawar,Kanwara,326501
535,India,Rajasthan ,Jhalawar,Kanwarpura,326038
536,India,Rajasthan ,Jhalawar,Karal Gaon,326022
537,India,Rajasthan ,Jhalawar,Karanwas,326035
538,India,Rajasthan ,Jhalawar,Karawan,326512
539,India,Rajasthan ,Jhalawar,Karodia,326513
540,India,Rajasthan ,Jhalawar,Kayasara,326514
541,India,Rajasthan ,Jhalawar,Keetia,326515
542,India,Rajasthan ,Jhalawar,Kelu Kheri,326516
543,India,Rajasthan ,Jhalawar,Khairana,326034
544,India,Rajasthan ,Jhalawar,Khandli,326038
545,India,Rajasthan ,Jhalawar,Khanpur,326038
546,India,Rajasthan ,Jhalawar,Khanpuria,326023
547,India,Rajasthan ,Jhalawar,Kharpakalan,326034
548,India,Rajasthan ,Jhalawar,Khatkakhedi,326037
549,India,Rajasthan ,Jhalawar,Kherkheda,326037
550,India,Rajasthan ,Jhalawar,Khod,326501
551,India,Rajasthan ,Jhalawar,Kohri Jhar,326039
552,India,Rajasthan ,Jhalawar,Kolukheri Kalan,326037
553,India,Rajasthan ,Jhalawar,Kolukheri Maliyan,326037
554,India,Rajasthan ,Jhalawar,Kotri,326034
555,India,Rajasthan ,Jhalawar,Kumthia,326515
556,India,Rajasthan ,Jhalawar,Kundi Kheda,326502
557,India,Rajasthan ,Jhalawar,Kundla,326515
558,India,Rajasthan ,Jhalawar,Kushalpura,326022
559,India,Rajasthan ,Jhalawar,Kutki,326036
560,India,Rajasthan ,Jhalawar,Laiphal B.O,326001
561,India,Rajasthan ,Jhalawar,Lasudia Shaha,326033
562,India,Rajasthan ,Jhalawar,Lawasal,326021
563,India,Rajasthan ,Jhalawar,Leemi,326038
564,India,Rajasthan ,Jhalawar,Lhas,326033
565,India,Rajasthan ,Jhalawar,Luharia,326514
566,India,Rajasthan ,Jhalawar,Magsi,326515
567,India,Rajasthan ,Jhalawar,Maharajpura,326037
568,India,Rajasthan ,Jhalawar,Maithun,326033
569,India,Rajasthan ,Jhalawar,Malanwas,326035
570,India,Rajasthan ,Jhalawar,Mandawar B.O,326001
571,India,Rajasthan ,Jhalawar,Mandirpur,326514
572,India,Rajasthan ,Jhalawar,Mangispur,326513
573,India,Rajasthan ,Jhalawar,Manohar Thana,326037
574,India,Rajasthan ,Jhalawar,Manpasar,326037
575,India,Rajasthan ,Jhalawar,Maraitha,326038
576,India,Rajasthan ,Jhalawar,Maralwada,326512
577,India,Rajasthan ,Jhalawar,Mathania,326036
578,India,Rajasthan ,Jhalawar,Mishroli,326033
579,India,Rajasthan ,Jhalawar,Mishroli,326512
580,India,Rajasthan ,Jhalawar,Modi,326022
581,India,Rajasthan ,Jhalawar,Mogra,326502
582,India,Rajasthan ,Jhalawar,Morak,326517
583,India,Rajasthan ,Jhalawar,Mundla B.O,326001
584,India,Rajasthan ,Jhalawar,Naharghatta,326512
585,India,Rajasthan ,Jhalawar,Nandpur,326514
586,India,Rajasthan ,Jhalawar,Nanore,326022
587,India,Rajasthan ,Jhalawar,Narayan Kheda,326502
588,India,Rajasthan ,Jhalawar,Nasirabad,326023
589,India,Rajasthan ,Jhalawar,Naulai,326034
590,India,Rajasthan ,Jhalawar,Odiya Khedi,326034
591,India,Rajasthan ,Jhalawar,Osav,326513
592,India,Rajasthan ,Jhalawar,Pach Pahar,326512
593,India,Rajasthan ,Jhalawar,Pachola,326039
594,India,Rajasthan ,Jhalawar,Pagaria,326512
595,India,Rajasthan ,Jhalawar,Pakhrana,326038
596,India,Rajasthan ,Jhalawar,Panwar,326038
597,India,Rajasthan ,Jhalawar,Panwasa,326021
598,India,Rajasthan ,Jhalawar,Parapeeli,326515
599,India,Rajasthan ,Jhalawar,Parlia,326515
600,India,Rajasthan ,Jhalawar,Parlia Kulmi,326023
601,India,Rajasthan ,Jhalawar,Pindola,326037
602,India,Rajasthan ,Jhalawar,Piplaj,326038
603,India,Rajasthan ,Jhalawar,Piplia,326501
604,India,Rajasthan ,Jhalawar,Piplia Khurd,326514
605,India,Rajasthan ,Jhalawar,Piplod,326036
606,India,Rajasthan ,Jhalawar,Pirawa,326034
607,India,Rajasthan ,Jhalawar,Raipur,326036
608,India,Rajasthan ,Jhalawar,Rajhana,326516
609,India,Rajasthan ,Jhalawar,Rajpura,326501
610,India,Rajasthan ,Jhalawar,Ramai Dalpat,326034
611,India,Rajasthan ,Jhalawar,Rampura,326516
612,India,Rajasthan ,Jhalawar,Rampuria,326034
613,India,Rajasthan ,Jhalawar,Ranaira,326515
614,India,Rajasthan ,Jhalawar,Ranwasia,326037
615,India,Rajasthan ,Jhalawar,Ratlai,326023
616,India,Rajasthan ,Jhalawar,Rawangurari,326515
617,India,Rajasthan ,Jhalawar,Richhawan,326023
618,India,Rajasthan ,Jhalawar,Rijhone,326023
619,India,Rajasthan ,Jhalawar,Rundlao,326023
620,India,Rajasthan ,Jhalawar,Ruparel,326021
621,India,Rajasthan ,Jhalawar,Salawad,326023
622,India,Rajasthan ,Jhalawar,Salotia,326513
623,India,Rajasthan ,Jhalawar,Salri,326036
624,India,Rajasthan ,Jhalawar,Samrai,326501
625,India,Rajasthan ,Jhalawar,Samrol,326037
626,India,Rajasthan ,Jhalawar,Sangria,326513
627,India,Rajasthan ,Jhalawar,Sarda,326039
628,India,Rajasthan ,Jhalawar,Saredi,326033
629,India,Rajasthan ,Jhalawar,Sarkhandia,326039
630,India,Rajasthan ,Jhalawar,Sarod,326512
631,India,Rajasthan ,Jhalawar,Sarola,326035
632,India,Rajasthan ,Jhalawar,Saroniya,326034
633,India,Rajasthan ,Jhalawar,Sarwad,326516
634,India,Rajasthan ,Jhalawar,Semli Khan,326036
635,India,Rajasthan ,Jhalawar,Semlia,326513
636,India,Rajasthan ,Jhalawar,Semlihat,326037
637,India,Rajasthan ,Jhalawar,Sherpur,326034
638,India,Rajasthan ,Jhalawar,Shrichhattarpur,326501
639,India,Rajasthan ,Jhalawar,Silahgarh,326512
640,India,Rajasthan ,Jhalawar,Singhpur,326512
641,India,Rajasthan ,Jhalawar,Sirpoi,326513
642,India,Rajasthan ,Jhalawar,Sojpur,326038
643,India,Rajasthan ,Jhalawar,Sorti,326037
644,India,Rajasthan ,Jhalawar,Soyala,326036
645,India,Rajasthan ,Jhalawar,Sulia,326502
646,India,Rajasthan ,Jhalawar,Sumar,326038
647,India,Rajasthan ,Jhalawar,Sunari,326516
648,India,Rajasthan ,Jhalawar,Sunel,326513
649,India,Rajasthan ,Jhalawar,Sunwas,326036
650,India,Rajasthan ,Jhalawar,Talawali,326515
651,India,Rajasthan ,Jhalawar,Taraj,326035
652,India,Rajasthan ,Jhalawar,Thanawad,326033
653,India,Rajasthan ,Jhalawar,Thedol,326033
654,India,Rajasthan ,Jhalawar,Thiakria,326037
655,India,Rajasthan ,Jhalawar,Thobariya Khurd,326022
656,India,Rajasthan ,Jhalawar,Tisai,326514
657,India,Rajasthan ,Jhalawar,Titarwasa,326023
658,India,Rajasthan ,Jhalawar,Todri Jagannath,326037
659,India,Rajasthan ,Jhalawar,Todrimeeran,326037
660,India,Rajasthan ,Jhalawar,Turkadia,326033
661,India,Rajasthan ,Jhalawar,Umaria,326039
662,India,Rajasthan ,Jhalawar,Unhel,326513
663,India,Rajasthan ,Jhalawar,Unhel Nagdev,326515
664,India,Rajasthan ,Jhunjhunu,Abusar B.O,333001
665,India,Rajasthan ,Jhunjhunu,Adarsh Nagar,333023
666,India,Rajasthan ,Jhunjhunu,Aduka B.O,333026
667,India,Rajasthan ,Jhunjhunu,Agawana Khurd,333029
668,India,Rajasthan ,Jhunjhunu,Ajari Bari,333021
669,India,Rajasthan ,Jhunjhunu,Alipur,333023
670,India,Rajasthan ,Jhunjhunu,Alsisar,331025
671,India,Rajasthan ,Jhunjhunu,Ardawata,333027
672,India,Rajasthan ,Jhunjhunu,Asalwas,333033
673,India,Rajasthan ,Jhunjhunu,Babai,333501
674,India,Rajasthan ,Jhunjhunu,Badalwas,333503
675,India,Rajasthan ,Jhunjhunu,Badangarh,333035
676,India,Rajasthan ,Jhunjhunu,Badbar,333502
677,India,Rajasthan ,Jhunjhunu,Badet,331026
678,India,Rajasthan ,Jhunjhunu,Badsari Ka Bas B.O,333026
679,India,Rajasthan ,Jhunjhunu,Bagar,333023
680,India,Rajasthan ,Jhunjhunu,Bagoli,333801
681,India,Rajasthan ,Jhunjhunu,Bagor,333503
682,India,Rajasthan ,Jhunjhunu,Bagora,333307
683,India,Rajasthan ,Jhunjhunu,Bahadurwas,333704
684,India,Rajasthan ,Jhunjhunu,Bajala,333025
685,India,Rajasthan ,Jhunjhunu,Bajawa,333025
686,India,Rajasthan ,Jhunjhunu,Bajawa,333021
687,India,Rajasthan ,Jhunjhunu,Bajisar,333704
688,India,Rajasthan ,Jhunjhunu,Bakara B.O,333001
689,India,Rajasthan ,Jhunjhunu,Bakhatawarpura,333023
690,India,Rajasthan ,Jhunjhunu,Balaria,333705
691,India,Rajasthan ,Jhunjhunu,Balonda,333033
692,India,Rajasthan ,Jhunjhunu,Bamanwas B.O,333026
693,India,Rajasthan ,Jhunjhunu,Bamlas,333022
694,India,Rajasthan ,Jhunjhunu,Bangothari,333031
695,India,Rajasthan ,Jhunjhunu,Bansiyal,333503
696,India,Rajasthan ,Jhunjhunu,Bar Ki Dhani,333022
697,India,Rajasthan ,Jhunjhunu,Baragaon,333021
698,India,Rajasthan ,Jhunjhunu,Barau B.O,333026
699,India,Rajasthan ,Jhunjhunu,Barwa,333304
700,India,Rajasthan ,Jhunjhunu,Barwasi,333042
701,India,Rajasthan ,Jhunjhunu,Bas Ghasiram,331025
702,India,Rajasthan ,Jhunjhunu,Basawa,333304
703,India,Rajasthan ,Jhunjhunu,Basawata Khurd,333516
704,India,Rajasthan ,Jhunjhunu,Bay,333042
705,India,Rajasthan ,Jhunjhunu,Beelawa,333503
706,India,Rajasthan ,Jhunjhunu,Beri,333031
707,India,Rajasthan ,Jhunjhunu,Berla,333033
708,India,Rajasthan ,Jhunjhunu,Bhagera,333305
709,India,Rajasthan ,Jhunjhunu,Bhaloth,333515
710,India,Rajasthan ,Jhunjhunu,Bharu,333041
711,India,Rajasthan ,Jhunjhunu,Bharunda Kalan,333024
712,India,Rajasthan ,Jhunjhunu,Bharunda Khurd,333024
713,India,Rajasthan ,Jhunjhunu,Bhatiwar B.O,333026
714,India,Rajasthan ,Jhunjhunu,Bhawathari,333029
715,India,Rajasthan ,Jhunjhunu,Bhikhansar,331030
716,India,Rajasthan ,Jhunjhunu,Bhimsar B.O,333001
717,India,Rajasthan ,Jhunjhunu,Bhirr,333515
718,India,Rajasthan ,Jhunjhunu,Bhobia,333030
719,India,Rajasthan ,Jhunjhunu,Bhojasar,333041
720,India,Rajasthan ,Jhunjhunu,Bhojnagar,333308
721,India,Rajasthan ,Jhunjhunu,Bhorki,333032
722,India,Rajasthan ,Jhunjhunu,Bhudanpura,333033
723,India,Rajasthan ,Jhunjhunu,Bhukana B.O,333026
724,India,Rajasthan ,Jhunjhunu,Bhurasar B.O,333001
725,India,Rajasthan ,Jhunjhunu,Bhuriwas,333034
726,India,Rajasthan ,Jhunjhunu,Bibasar,333041
727,India,Rajasthan ,Jhunjhunu,Bidasar,331027
728,India,Rajasthan ,Jhunjhunu,Bigodana B.O,333026
729,India,Rajasthan ,Jhunjhunu,Binjusar,333021
730,India,Rajasthan ,Jhunjhunu,Birmi,331027
731,India,Rajasthan ,Jhunjhunu,Birol,333304
732,India,Rajasthan ,Jhunjhunu,Bishanpura,333021
733,India,Rajasthan ,Jhunjhunu,Bissau,331027
734,India,Rajasthan ,Jhunjhunu,Budana,333023
735,India,Rajasthan ,Jhunjhunu,Budania,333025
736,India,Rajasthan ,Jhunjhunu,Budhaka Bas,331026
737,India,Rajasthan ,Jhunjhunu,Bugala,333305
738,India,Rajasthan ,Jhunjhunu,Buhana,333502
739,India,Rajasthan ,Jhunjhunu,C.R. Mukundgarh,333705
740,India,Rajasthan ,Jhunjhunu,Ceeri Pilani,333031
741,India,Rajasthan ,Jhunjhunu,Chanana B.O,333026
742,India,Rajasthan ,Jhunjhunu,Chandawa,331027
743,India,Rajasthan ,Jhunjhunu,Chanderapura,333704
744,India,Rajasthan ,Jhunjhunu,Chanwara,333053
745,India,Rajasthan ,Jhunjhunu,Charawas B.O,333026
746,India,Rajasthan ,Jhunjhunu,Chelasi,333042
747,India,Rajasthan ,Jhunjhunu,Chhapara,333031
748,India,Rajasthan ,Jhunjhunu,Chhapoli,333302
749,India,Rajasthan ,Jhunjhunu,Chhau,333305
750,India,Rajasthan ,Jhunjhunu,Chhawasari,333012
751,India,Rajasthan ,Jhunjhunu,Chinchroli,333501
752,India,Rajasthan ,Jhunjhunu,Chirana,333303
753,India,Rajasthan ,Jhunjhunu,Chirani,333503
754,India,Rajasthan ,Jhunjhunu,Chirawa,333026
755,India,Rajasthan ,Jhunjhunu,Chirawa Town,333026
756,India,Rajasthan ,Jhunjhunu,Chittausa,333516
757,India,Rajasthan ,Jhunjhunu,Chobdaranki Dhani,333042
758,India,Rajasthan ,Jhunjhunu,Churella B.O,333001
759,India,Rajasthan ,Jhunjhunu,Churiajitgarh,333701
760,India,Rajasthan ,Jhunjhunu,Churina,333515
761,India,Rajasthan ,Jhunjhunu,Dabri,333025
762,India,Rajasthan ,Jhunjhunu,Dabri Baloda,333707
763,India,Rajasthan ,Jhunjhunu,Dada Fatehpura,333503
764,India,Rajasthan ,Jhunjhunu,Dahani Risiyan,333022
765,India,Rajasthan ,Jhunjhunu,Dalelpura,332716
766,India,Rajasthan ,Jhunjhunu,Dalota,332746
767,India,Rajasthan ,Jhunjhunu,Deepura,333053
768,India,Rajasthan ,Jhunjhunu,Delsar Kaklan,333707
769,India,Rajasthan ,Jhunjhunu,Deogaon,333707
770,India,Rajasthan ,Jhunjhunu,Deolawas,333515
771,India,Rajasthan ,Jhunjhunu,Deorasar,333021
772,India,Rajasthan ,Jhunjhunu,Deoroad,333035
773,India,Rajasthan ,Jhunjhunu,Derwala,333041
774,India,Rajasthan ,Jhunjhunu,Desusar,333023
775,India,Rajasthan ,Jhunjhunu,Dhadhot Kalan,333516
776,India,Rajasthan ,Jhunjhunu,Dhakamandi,333034
777,India,Rajasthan ,Jhunjhunu,Dhamora,333308
778,India,Rajasthan ,Jhunjhunu,Dhana,333504
779,India,Rajasthan ,Jhunjhunu,Dhandhar Ka Bas,333031
780,India,Rajasthan ,Jhunjhunu,Dhani Badan,333514
781,India,Rajasthan ,Jhunjhunu,Dhania,333042
782,India,Rajasthan ,Jhunjhunu,Dhanuri,333011
783,India,Rajasthan ,Jhunjhunu,Dhigal,333041
784,India,Rajasthan ,Jhunjhunu,Dhilsar,331027
785,India,Rajasthan ,Jhunjhunu,Dhindawa Aguna,333030
786,India,Rajasthan ,Jhunjhunu,Dhingaria,333033
787,India,Rajasthan ,Jhunjhunu,Dholekhera,333307
788,India,Rajasthan ,Jhunjhunu,Dhosi,332746
789,India,Rajasthan ,Jhunjhunu,Dhulwa,333033
790,India,Rajasthan ,Jhunjhunu,Diloi South,331027
791,India,Rajasthan ,Jhunjhunu,Dobara,333031
792,India,Rajasthan ,Jhunjhunu,Doodawa,333031
793,India,Rajasthan ,Jhunjhunu,Doodwa,332746
794,India,Rajasthan ,Jhunjhunu,Doomra,333707
795,India,Rajasthan ,Jhunjhunu,Dulaniya,333031
796,India,Rajasthan ,Jhunjhunu,Dulchas,331027
797,India,Rajasthan ,Jhunjhunu,Dumoli Khurd,333516
798,India,Rajasthan ,Jhunjhunu,Dundlod RS,333705
799,India,Rajasthan ,Jhunjhunu,Dundlod,333702
800,India,Rajasthan ,Jhunjhunu,Durana,333041
801,India,Rajasthan ,Jhunjhunu,Duriya,333022
802,India,Rajasthan ,Jhunjhunu,Footla Bazar,333001
803,India,Rajasthan ,Jhunjhunu,Gadakhera B.O,333026
804,India,Rajasthan ,Jhunjhunu,Gadala Kalkan,333053
805,India,Rajasthan ,Jhunjhunu,Gadli,333033
806,India,Rajasthan ,Jhunjhunu,Gadrata,333501
807,India,Rajasthan ,Jhunjhunu,Gandhi Chowk Jhunjhunu,333001
808,India,Rajasthan ,Jhunjhunu,Gangiasar,331027
809,India,Rajasthan ,Jhunjhunu,Gharadana Khurd,333514
810,India,Rajasthan ,Jhunjhunu,Ghardana Kalan,333516
811,India,Rajasthan ,Jhunjhunu,Ghasera,333034
812,India,Rajasthan ,Jhunjhunu,Ghoriwara Kalan,333705
813,India,Rajasthan ,Jhunjhunu,Ghoriwara Khurd,333705
814,India,Rajasthan ,Jhunjhunu,Gidania,333027
815,India,Rajasthan ,Jhunjhunu,Gilonki Dhani,333032
816,India,Rajasthan ,Jhunjhunu,Girawadi,333302
817,India,Rajasthan ,Jhunjhunu,Girdharpura Shahpura,333307
818,India,Rajasthan ,Jhunjhunu,Gorir,332746
819,India,Rajasthan ,Jhunjhunu,Goth,333516
820,India,Rajasthan ,Jhunjhunu,Gothara,333304
821,India,Rajasthan ,Jhunjhunu,Gowala,333028
822,India,Rajasthan ,Jhunjhunu,Gudhagorjika,333022
823,India,Rajasthan ,Jhunjhunu,Gujarwas,333516
824,India,Rajasthan ,Jhunjhunu,Gunti,333515
825,India,Rajasthan ,Jhunjhunu,Gura,333053
826,India,Rajasthan ,Jhunjhunu,Haminpur,333031
827,India,Rajasthan ,Jhunjhunu,Hamiri B.O,333001
828,India,Rajasthan ,Jhunjhunu,Hansasar B.O,333001
829,India,Rajasthan ,Jhunjhunu,Hansasari,333011
830,India,Rajasthan ,Jhunjhunu,Hanumanpura,333704
831,India,Rajasthan ,Jhunjhunu,Hardia,332716
832,India,Rajasthan ,Jhunjhunu,Haripura,331025
833,India,Rajasthan ,Jhunjhunu,Hasalsar,333021
834,India,Rajasthan ,Jhunjhunu,Heerawaa,333027
835,India,Rajasthan ,Jhunjhunu,Hetamsar,333041
836,India,Rajasthan ,Jhunjhunu,Hukampura,333012
837,India,Rajasthan ,Jhunjhunu,Indali B.O,333001
838,India,Rajasthan ,Jhunjhunu,Inderpura,333307
839,India,Rajasthan ,Jhunjhunu,Islampur,333024
840,India,Rajasthan ,Jhunjhunu,Jabasar,331026
841,India,Rajasthan ,Jhunjhunu,Jahaz,333302
842,India,Rajasthan ,Jhunjhunu,Jaipahari,333023
843,India,Rajasthan ,Jhunjhunu,Jaitpura,333034
844,India,Rajasthan ,Jhunjhunu,Jaitpura,333022
845,India,Rajasthan ,Jhunjhunu,Jakhal,333305
846,India,Rajasthan ,Jhunjhunu,Jakhod,333033
847,India,Rajasthan ,Jhunjhunu,Jakhora,333025
848,India,Rajasthan ,Jhunjhunu,Jasrapur,333514
849,India,Rajasthan ,Jhunjhunu,Jeeni,333030
850,India,Rajasthan ,Jhunjhunu,Jejusar,333707
851,India,Rajasthan ,Jhunjhunu,Jhajhar,333304
852,India,Rajasthan ,Jhunjhunu,Jhanjha,333502
853,India,Rajasthan ,Jhunjhunu,Jharoda,333034
854,India,Rajasthan ,Jhunjhunu,Jherli,333031
855,India,Rajasthan ,Jhunjhunu,Jhunjhunu Bazar,333001
856,India,Rajasthan ,Jhunjhunu,Jhunjhunu City,333001
857,India,Rajasthan ,Jhunjhunu,Jhunjhunu Court,333001
858,India,Rajasthan ,Jhunjhunu,Jhunjhunu,333001
859,India,Rajasthan ,Jhunjhunu,Jodha Ka Bas,333027
860,India,Rajasthan ,Jhunjhunu,Jodhpura,333801
861,India,Rajasthan ,Jhunjhunu,K.K. Dhani,331027
862,India,Rajasthan ,Jhunjhunu,Kairu,333707
863,India,Rajasthan ,Jhunjhunu,Kajala,333034
864,India,Rajasthan ,Jhunjhunu,Kajara,333030
865,India,Rajasthan ,Jhunjhunu,Kaji,333031
866,India,Rajasthan ,Jhunjhunu,Kakarana,333053
867,India,Rajasthan ,Jhunjhunu,Kakoda,333029
868,India,Rajasthan ,Jhunjhunu,Kakreu Kalan,331028
869,India,Rajasthan ,Jhunjhunu,Kalakhari,333502
870,India,Rajasthan ,Jhunjhunu,Kali Pahari,333024
871,India,Rajasthan ,Jhunjhunu,Kaliasar,331026
872,India,Rajasthan ,Jhunjhunu,Kalota,333501
873,India,Rajasthan ,Jhunjhunu,Kankaria,333053
874,India,Rajasthan ,Jhunjhunu,Kant,331025
875,India,Rajasthan ,Jhunjhunu,Kari,333305
876,India,Rajasthan ,Jhunjhunu,Kasani,333029
877,India,Rajasthan ,Jhunjhunu,Kaseru,333705
878,India,Rajasthan ,Jhunjhunu,Kasimpura,333023
879,India,Rajasthan ,Jhunjhunu,Kcpt Khetri Nagar,333504
880,India,Rajasthan ,Jhunjhunu,Ked,333012
881,India,Rajasthan ,Jhunjhunu,Keharpura,333028
882,India,Rajasthan ,Jhunjhunu,Khadot,333027
883,India,Rajasthan ,Jhunjhunu,Khajpur Naya,333024
884,India,Rajasthan ,Jhunjhunu,Khalasi,333704
885,India,Rajasthan ,Jhunjhunu,Khandawa,333502
886,India,Rajasthan ,Jhunjhunu,Khanpur,333516
887,India,Rajasthan ,Jhunjhunu,Kharkhara,333514
888,India,Rajasthan ,Jhunjhunu,Kharkhari,333011
889,India,Rajasthan ,Jhunjhunu,Khatehpura B.O,333001
890,India,Rajasthan ,Jhunjhunu,Khatkar,333012
891,India,Rajasthan ,Jhunjhunu,Kherala,333035
892,India,Rajasthan ,Jhunjhunu,Khetri Bazar,333503
893,India,Rajasthan ,Jhunjhunu,Khetri Nagar,333504
894,India,Rajasthan ,Jhunjhunu,Khetri,333503
895,India,Rajasthan ,Jhunjhunu,Khinwasar,333012
896,India,Rajasthan ,Jhunjhunu,Khirod,333042
897,India,Rajasthan ,Jhunjhunu,Khoh,333053
898,India,Rajasthan ,Jhunjhunu,Khudana,333023
899,India,Rajasthan ,Jhunjhunu,Khudania,333031
900,India,Rajasthan ,Jhunjhunu,Khyali,331026
901,India,Rajasthan ,Jhunjhunu,Kidwana B.O,333026
902,India,Rajasthan ,Jhunjhunu,Kishanpura,333036
903,India,Rajasthan ,Jhunjhunu,Kishorepura,333053
904,India,Rajasthan ,Jhunjhunu,Kishorpura,333028
905,India,Rajasthan ,Jhunjhunu,Kithana,333028
906,India,Rajasthan ,Jhunjhunu,Kodesar,331027
907,India,Rajasthan ,Jhunjhunu,Kolihan Nagar,333503
908,India,Rajasthan ,Jhunjhunu,Kolinda B.O,333001
909,India,Rajasthan ,Jhunjhunu,Kolsia,333042
910,India,Rajasthan ,Jhunjhunu,Kot,333307
911,India,Rajasthan ,Jhunjhunu,Kuharu,333704
912,India,Rajasthan ,Jhunjhunu,Kuharwas,333034
913,India,Rajasthan ,Jhunjhunu,Kukloth Kalan,333033
914,India,Rajasthan ,Jhunjhunu,Kuloth Chhoti,333033
915,India,Rajasthan ,Jhunjhunu,Kumawas,333707
916,India,Rajasthan ,Jhunjhunu,Kyamsar,333028
917,India,Rajasthan ,Jhunjhunu,Ladunda,333031
918,India,Rajasthan ,Jhunjhunu,Ladusar,333011
919,India,Rajasthan ,Jhunjhunu,Lalamandi,333034
920,India,Rajasthan ,Jhunjhunu,Lalpur,333023
921,India,Rajasthan ,Jhunjhunu,Lamba,333023
922,India,Rajasthan ,Jhunjhunu,Lamba Gothra B.O,333026
923,India,Rajasthan ,Jhunjhunu,Lambi Ahir,333502
924,India,Rajasthan ,Jhunjhunu,Likhawa,333031
925,India,Rajasthan ,Jhunjhunu,Lohargal,333303
926,India,Rajasthan ,Jhunjhunu,Loona,333011
927,India,Rajasthan ,Jhunjhunu,Lootu B.O,333001
928,India,Rajasthan ,Jhunjhunu,Lotia,333029
929,India,Rajasthan ,Jhunjhunu,Loyal,333514
930,India,Rajasthan ,Jhunjhunu,Lumawas,333704
931,India,Rajasthan ,Jhunjhunu,Madhogarh,333501
932,India,Rajasthan ,Jhunjhunu,Mahansar,331030
933,India,Rajasthan ,Jhunjhunu,Mahapalwas,333033
934,India,Rajasthan ,Jhunjhunu,Maharadasi,333704
935,India,Rajasthan ,Jhunjhunu,Maharampur,333028
936,India,Rajasthan ,Jhunjhunu,Mainana,333502
937,India,Rajasthan ,Jhunjhunu,Mainas,333707
938,India,Rajasthan ,Jhunjhunu,Mainpura,333053
939,India,Rajasthan ,Jhunjhunu,Majhau,333305
940,India,Rajasthan ,Jhunjhunu,Makro,333504
941,India,Rajasthan ,Jhunjhunu,Malsar,333021
942,India,Rajasthan ,Jhunjhunu,Malsisar,331028
943,India,Rajasthan ,Jhunjhunu,Manaksas,333801
944,India,Rajasthan ,Jhunjhunu,Mandasi,333705
945,India,Rajasthan ,Jhunjhunu,Mandawa Bazar,333704
946,India,Rajasthan ,Jhunjhunu,Mandawa,333704
947,India,Rajasthan ,Jhunjhunu,Mandawara,333302
948,India,Rajasthan ,Jhunjhunu,Mandrella,333025
949,India,Rajasthan ,Jhunjhunu,Mandri,332746
950,India,Rajasthan ,Jhunjhunu,Manota Jatan,333514
951,India,Rajasthan ,Jhunjhunu,Manota Kalan,333504
952,India,Rajasthan ,Jhunjhunu,Mauta,333302
953,India,Rajasthan ,Jhunjhunu,Mehara Jatuwas,333036
954,India,Rajasthan ,Jhunjhunu,Mohanpura,333024
955,India,Rajasthan ,Jhunjhunu,Moi Purani,333516
956,India,Rajasthan ,Jhunjhunu,Mojas,333704
957,India,Rajasthan ,Jhunjhunu,Monwari,333042
958,India,Rajasthan ,Jhunjhunu,Morwa,333031
959,India,Rajasthan ,Jhunjhunu,Mukundgarh,333705
960,India,Rajasthan ,Jhunjhunu,Muradpur,333516
961,India,Rajasthan ,Jhunjhunu,Nalawa,333025
962,India,Rajasthan ,Jhunjhunu,Nalpur,333503
963,India,Rajasthan ,Jhunjhunu,Nand B.O,333001
964,India,Rajasthan ,Jhunjhunu,Nangal,333307
965,India,Rajasthan ,Jhunjhunu,Nangali Gujarwas,333036
966,India,Rajasthan ,Jhunjhunu,Nangli Gujran B.O,333026
967,India,Rajasthan ,Jhunjhunu,Nangli Saledi Singh B.O,333026
968,India,Rajasthan ,Jhunjhunu,Nansagate Nawalgarh,333042
